name,kode,kecamatan_id
Blang Jerango,2010,9
Blang Jeurat,2008,19
Blang Jorong,2018,4
Blang Jrat,2005,27
Blang Jruen,2019,12
Blang Kabu,2004,8
Blang Kala,2029,4
Blang Kandis,2003,10
Blang Karieng,2017,16
Blang Ketumba,2014,9
Blang Keude,2019,7
Blang Keumahang,2001,2
Blang Khutang,2008,6
Blang Kiree,2009,19
Blang Kolak I,2001,3
Blang Kolak II,2010,3
Blang Krueng,2004,20
Blang Krueng,2035,6
Blang Krueng Seumideun,2043,15
Blang Kuala,2007,5
Blang Kubu,2010,3
Blang Kubu,2035,7
Blang Kucak,2021,6
Blang Kula,2060,16
Blang Kumot Baroh,2021,17
Blang Kuncir,2020,4
Blang Kuta,2014,16
Blang Kuta,2053,5
Blang Kuta,2015,4
Blang Kuta Coh,2004,11
Blang Kuta Dua Meunasah,2005,11
Blang Lancang,2020,2
Blang Lango,2004,3
Blang Leuen,2048,18
Blang Leumak,2010,4
Blang Lhok Kaju,2050,7
Blang Lilue,2010,13
Blang Luah,2049,5
Blang Luah KB,2023,11
Blang Luah LM,2001,10
Blang Majron,2033,11
Blang Makmue,2017,11
Blang Makmur,2005,5
Blang Malo,2022,19
Blang Mancung,2002,10
Blang Mancung Bawah,2019,10
Blang Mane,2012,20
Blang Mane,2019,6
Blang Mane,2002,16
Blang Mane Barat,2011,11
Blang Mane DuaMeunasah,2010,11
Blang Manggeng,2024,3
Blang Manyak,2029,15
Blang Matang,2027,3
Blang Matangkuli,2003,5
Blang Me Barat,2040,2
Blang Me Timu,2018,2
Blang Mee,2019,4
Blang Mee,2061,4
Blang Mee,2012,17
Blang Merang,2019,9
Blang Mesjid,2005,4
Blang Meurandeh,2004,10
Blang Mideun,2008,2
Blang Minjei,2014,14
Blang Miro,2014,18
Blang Miroe,2034,4
Blang Monlung,2011,4
Blang Muko,2020,1
Blang Muling,2014,6
Blang Murong,2033,2
Blang Naleung Mameh,2007,4
Blang Neuang,2006,4
Blang Neubok,2036,2
Blang Nibong,2031,8
Blang Nie,2008,9
Blang Nisan,2003,13
Blang Oi,2008,3
Blang Padang,2006,2
Blang Paku,2037,20
Blang Paku,2001,6
Blang Pala,2008,26
Blang Pala,2016,16
Blang Panas,2037,5
Blang Pandak,2028,19
Blang Panjo,2021,17
Blang Panjoe,2036,5
Blang Panjou,2014,6
Blang Pante,2039,20
Blang Panu,2001,3
Blang Panyang,2012,5
Blang Panyang,2001,3
Blang Panyang,2002,4
Blang Paseh,2001,9
Blang Pateuk,2017,2
Blang Patra,2032,11
Blang Pauh Dua,2021,2
Blang Pauh Sa,2020,2
Blang Payang,2035,11
Blang Perlak,2021,6
Blang Peuria,2007,8
Blang Pha,2006,9
Blang Pie,2048,12
Blang Pohroh,2006,27
Blang Pohroh,2054,2
Blang Poroh,2007,12
Blang Poroh,2016,1
Blang Preh,2015,18
Blang Preh,2025,3
Blang Pueb,2032,6
Blang Pulo,2004,4
Blang Pulo,2005,4
Blang Punteuet,2012,3
Blang Puuk,2001,10
Blang Puuk Kulu,2032,2
Blang Puuk Nigan,2018,2
Blang Raja,2008,6
Blang Rakal,2001,1
Blang Raleue,2016,22
Blang Rambong,2010,15
Blang Rambong,2064,5
Blang Rangkuluh,2017,3
Blang Rapai,2041,7
Blang Raya,2013,12
Blang Raya,2026,15
Blang Reuling,2013,15
Blang Reuling,2018,13
Blang Reuma,2029,7
Blang Rheue,2025,19
Blang Rheue,2079,7
Blang Rheue,2026,2
Blang Rheum,2071,4
Blang Riek,2016,24
Blang Riek,2013,3
Blang Rikui,2018,21
Blang Rongka,2002,7
Blang Rubek,2006,4
Blang Sama Gadeng,2010,8
Blang Sapek,2010,6
Blang Sebel,2012,7
Blang Sentang,2005,5
Blang Seumot,2012,4
Blang Seunibong,2011,3
Blang Seunong,2001,11
Blang Seunong,2005,19
Blang Seunong,2033,4
Blang Seunong,2001,4
Blang Seupeng,2049,15
Blang Seupeung,2062,4
Blang Seureukuy,2047,11
Blang Sialet,2004,20
Blang Sibeutong,2004,6
Blang Simpo,2033,7
Blang Situngkoh,2008,13
Blang Sukon,2030,6
Blang Supeng,2054,5
Blang Talon,2003,3
Blang Tambue,2027,11
Blang Tampu,2006,5
Blang Teue,2006,3
Blang Teumulek,2007,11
Blang Teungku,2007,3
Blang Teungoh,2013,5
Blang Teungoh,2006,12
Blang Teungoh,2015,19
Blang Teungoh,2027,1
Blang Teurakan,2031,15
Blang Tho,2011,31
Blang Tidiek,2009,13
Blang Tingkeum,2026,4
Blang Tingkeum,2016,13
Blang Trieng,2043,12
Blang Tualang,2020,4
Blang Tue,2008,9
Blang Tunong,2031,6
Blang Ubit,2006,12
Blang Uyok,2019,2
Blang Weu Baroh,2021,3
Blang Weu Panjoe,2019,3
Blangbengkik,2004,6
Blangkejeren,2001,1
Blangon Basah,2020,24
Blangtemung,2006,8
Blangu,2003,18
Blankahan,2005,3
Blaran,2010,12
Blarang,2002,2
Blaru,2006,10
Blaru,2007,26
Blater,2003,6
Blater,2003,25
Blateran,2003,18
Blau,2012,2
Blawe,2008,15
Blawi,2008,24
Blawirejo,2017,6
Blayu,2007,8
Bleber,2014,16
Bleber,2008,18
Bleber,2003,3
Bleberan,2003,3
Bleberan,2007,1
Bleboh,2005,7
Blederan,2008,11
Blega,2001,15
Blega Oloh,2005,15
Blekatuk,2016,11
Blembem,2009,20
Blender,2002,34
Blendis,2016,9
Blendung,2021,3
Blendung,2014,13
Blengorkulon,2009,7
Blengorwetan,2008,7
Blepanawa,2004,14
Blerong,2001,3
Bletok,2006,17
Bligo,2001,3
Bligo,1004,14
Bligo,2022,7
Bligorejo,2013,6
Bliko,2008,9
Blimbing,2008,3
Blimbing,2007,13
Blimbing,2009,10
Blimbing,2003,11
Blimbing,2007,5
Blimbing,2006,13
Blimbing,2010,6
Blimbing,2011,7
Blimbing,2006,11
Blimbing,2010,13
Blimbing,2002,2
Blimbing,2002,10
Blimbing,2008,20
Blimbing,2006,14
Blimbing,2004,2
Blimbing,2017,10
Blimbing,2004,2
Blimbing,2006,12
Blimbing,2005,2
Blimbing,1001,14
Blimbing,1005,1
Blimbing Kidul,2007,1
Blimbinggede,2008,1
Blimbingrejo,2001,12
Blimbingsari,2001,25
Blimbingsari,2002,13
Blimbingwuluh,2013,17
Blindungan,1010,11
Blingijati,2015,4
Blingoh,2007,16
Blitar,2015,8
Blitar,1002,2
Blitaran,2003,12
Blitarejo,2002,2
Blok ,2002,9
Blok 15,2009,6
Blok 18,2010,6
Blok 31,2011,6
Blok Bengkel,2003,9
Blok Sawah,2008,9
Blok VI Baru,2008,6
Blokang,2006,34
Blondo,2013,9
Blongkeng,2008,3
Blongko,2008,2
Blongko,2001,8
Blongsong,2005,10
Blooto,1008,1
Bloro,2006,2
Bloro,2008,4
Blorok,2003,9
Blorong,2010,4
Blotongan,1001,1
Blu uran,2001,14
Blubuk,2003,18
Blubuk,2002,12
Bluek Arab,2031,15
Bluka Teubai,2014,2
Blukbuk,2015,7
Blukon,2007,10
Bluluk,2003,2
Blulukan,2006,12
Blumah,2001,1
Blumbang,2005,15
Blumbang,1002,6
Blumbang,2017,10
Blumbangrejo,2012,13
Blumbungan,2002,8
Blungun,2001,8
Bluri,2010,15
Bluru,2009,9
Blurukidul,2015,8
Bluto,2008,5
Bo'ne Buntu Sisong,2008,29
Boa,2004,7
Boafeo,2005,11
Boak,2003,22
Boal,2001,14
Boangmanalu,2003,3
Bob,2002,10
Boba,2004,18
Boba,2016,8
Boba,2006,13
Boba Satu,2005,18
Bobale,2008,20
Bobalo,2001,18
Bobane Dano,2025,5
Bobane Indah,2003,8
Bobane Jaya,2002,8
Bobanehena,2007,1
Bobaneigo,2007,22
Bobaneigo Madihutu,2029,5
Bobang,2007,1
Bobawa,2013,18
Bobawa,2007,8
Bobawae,2002,10
Bobisingo,2003,15
Bobo,2001,2
Bobo,2010,11
Bobo,2009,1
Bobo,2003,5
Bobo,2006,20
Bobo,1008,5
Bobo Jiko,2037,1
Bobobutu,2008,10
Boboh,2009,13
Bobojong,2002,8
Bobol,2001,27
Bobolio,2002,6
Bobomani,2001,2
Bobong,2001,1
Bobos,2001,16
Bobos,2002,21
Bobosan,1007,27
Bobotsari,2006,9
Bobozioli Loloana'a,2027,10
Bobu,2009,11
Bobula,2020,2
Bocco,1002,3
Bocek,2007,23
Bocor,2009,6
Boda-Boda,2007,7
Bodae,2004,3
Bodag,2010,11
Bodag,2009,1
Bodag,2003,5
Bodang,2004,14
Bodas,2001,30
Bodas,2002,1
Bodas,2008,4
Bodaskarangjati,2006,13
Bodatadi,2006,24
Boddia,2004,9
Boddie,2005,11
Bode Lor,2005,18
Bodeh,2002,2
Bodeh,2001,5
Bodeh,2016,5
Bodesari,2006,18
Bodi,2001,11
Bodo Hula,2014,12
Bodo Ponda,2007,2
Bodor,2012,5
Bodosare,2044,2
Boduda,2003,8
Boe,2004,6
Boeara,1007,1
Boedingi,2006,12
Boelimau,2045,6
Boen,2012,5
Boenaga,2001,12
Boentuka,2002,14
Boepinang,1010,1
Boepinang Barat,1015,1
Bofait,2017,6
Bofuwer,2012,3
Boga Tama,2010,13
Bogak,2005,6
Bogak Besar,2011,3
Bogangi,2007,37
Bogangin,2009,7
Bogangin,2024,12
Bogares Kidul,2006,9
Bogares Lor,2007,9
Bogem,2006,4
Bogem,2014,16
Bogem,2004,10
Bogem,2013,5
Bogem,2013,9
Bogempinggir,2018,12
Bogiyoteugi,2007,7
Bogo,1011,13
Bogo,2013,14
Bogoarum,2005,7
Bogobabadan,2018,24
Bogobaida,2001,4
Bogoboa,2016,7
Bogogunik,2006,22
Bogoharjo,2021,9
Bogoharjo,2008,11
Bogokidul,2006,16
Bogokila,2004,26
Bogomanum,2006,14
Bogome,2010,44
Bogonuk,2001,43
Bogor,2001,24
Bogor,2020,5
Bogor,2009,4
Bogor Baru,2028,4
Bogorame,2011,8
Bogoran,2001,3
Bogoran,2002,7
Bogorejo,2017,1
Bogorejo,2007,15
Bogorejo,2011,16
Bogorejo,2015,1
Bogorejo,2018,6
Bogorejo,2001,12
Bogorejo,2015,4
Bogorejo,2018,13
Bogosari,2007,3
Bogotanjung,2004,11
Bogowanti,2026,12
Bogun Kunik,2006,15
Boha,2002,2
Bohabak I,2004,3
Bohabak II,2005,3
Bohabak III,2011,3
Bohabak IV,2012,3
Bohalu,2003,27
Bohar,2001,13
Bohe Silian,2001,11
Boho,2007,6
Bohol,2001,11
Boholu,2029,7
Bohotokong,2015,2
Bohulo,2010,10
Bohum,2019,3
Bohusami,2003,11
Bohusami,2011,6
Boidu,2001,5
Boilan,2001,7
Boinfia,2010,15
Boiseran,2006,5
Boitan,2008,11
Boiya,2012,1
Boiya,2002,4
Boiyauw,2013,9
Boja,2008,14
Boja,2015,7
Boja,2011,6
Bojakan,2003,4
Bojanegara,2005,15
Bojanegara,2006,7
Bojasari,2005,8
Bojen,2004,35
Bojenwetan,2008,35
Bojo,2008,5
Bojo,2009,3
Bojo Baru,1003,5
Bojoasri,2015,20
Bojonegara,2009,25
Bojonegara,2001,7
Bojonegoro,2012,7
Bojonegoro,2005,16
Bojong,2005,12
Bojong,2001,12
Bojong,2009,23
Bojong,2002,32
Bojong,2003,10
Bojong,2002,23
Bojong,2002,7
Bojong,2002,26
Bojong,2005,33
Bojong,2010,23
Bojong,2006,27
Bojong,2007,31
Bojong,2010,13
Bojong,2006,16
Bojong,2002,13
Bojong,2004,1
Bojong,2010,5
Bojong,2005,9
Bojong,1001,5
Bojong,2011,8
Bojong,2028,2
Bojong,2008,9
Bojong,2014,18
Bojong,2008,11
Bojong,2007,3
Bojong,2001,7
Bojong,2006,3
Bojong,2004,10
Bojong,2014,18
Bojong Barat,2012,2
Bojong Barat,2001,11
Bojong Catang,2007,20
Bojong Jaya,1002,7
Bojong Kidul,2008,27
Bojong Koneng,2009,5
Bojong Kulon,2005,27
Bojong Kulur,2002,2
Bojong Leles,2011,18
Bojong Loa,2006,5
Bojong Longok,2002,15
Bojong Lor,2005,40
Bojong Menteng,2006,20
Bojong Murni,2010,24
Bojong Nangka,2005,2
Bojong Nangka,1005,28
Bojong Nangka,2015,19
Bojong Pandan,2008,20
Bojong Pondok Terong,1004,7
Bojong Rawalumbu,1001,5
Bojong Renged,2002,13
Bojong Timur,2002,11
Bojong Tugu,2007,42
Bojong Wetan,2004,40
Bojongasih,2005,15
Bojongasih,2003,9
Bojongbaru,2001,13
Bojongbata,1014,8
Bojongcae,2008,18
Bojongcideres,2015,12
Bojongemas,2005,34
Bojonggaling,2003,4
Bojonggaling,2005,14
Bojonggambir,2003,11
Bojonggaok,2002,35
Bojonggebang,2008,5
Bojonggedang,2008,15
Bojonggede,2009,13
Bojonggede,2007,19
Bojonggenteng,2001,14
Bojonggenteng,2002,21
Bojonghaleuang,2004,16
Bojongherang,1008,1
Bojongindah,2008,10
Bojongjaya,2005,30
Bojongjengkol,2004,15
Bojongjengkol,2004,8
Bojongjuruh,2002,9
Bojongkalong,2004,39
Bojongkamal,2008,20
Bojongkantong,1005,4
Bojongkapol,2001,11
Bojongkasih,2009,17
Bojongkaso,2005,22
Bojongkeding,2008,25
Bojongkembar,2005,10
Bojongkerta,2002,9
Bojongkerta,1009,1
Bojongkokosan,2006,13
Bojongkondang,2005,5
Bojongkoneng,2006,6
Bojongkoneng,2006,1
Bojongkoneng,2010,8
Bojongkunci,2004,14
Bojonglarang,2003,29
Bojongloa,2004,28
Bojongloa,2012,10
Bojongloa,2003,26
Bojonglor,2014,11
Bojongmalaka,2005,32
Bojongmalang,2004,29
Bojongmanggu,2002,14
Bojongmangu,2003,23
Bojongmanik,2003,31
Bojongmanik,2004,7
Bojongmekar,2003,5
Bojongmengger,2003,3
Bojongmenteng,1004,5
Bojongmenteng,2008,6
Bojongminggir,2015,11
Bojongnangka,2011,8
Bojongnegara,2017,2
Bojongpetir,2007,19
Bojongpicung,2002,6
Bojongraharja,2010,10
Bojongrangkas,2009,15
Bojongsalam,2003,28
Bojongsalam,2003,13
Bojongsalaman,1009,13
Bojongsana,2011,16
Bojongsari,2005,21
Bojongsari,2009,39
Bojongsari,2005,8
Bojongsari,2004,10
Bojongsari,2003,23
Bojongsari,1001,15
Bojongsari,2009,16
Bojongsari,2006,12
Bojongsari,2011,7
Bojongsari,1001,11
Bojongsari,2011,1
Bojongsari,2010,20
Bojongsari,2006,14
Bojongsari,2001,11
Bojongsari,2003,12
Bojongsari Baru,1002,11
Bojongsawah,2003,34
Bojongsempu,2003,10
Bojongslawi,2008,18
Bojongsoang,2002,8
Bojongtengah,2004,30
Bojongtipar,2011,8
Bojongwetan,2007,11
Bojot,2002,26
Bokaibutu,2005,8
Bokak Sebumbun,2016,1
Bokang Wolomatang,2014,2
Bokasape,1001,8
Bokasape Timur,2002,8
Bokat,2018,3
Bokat IV,2015,3
Boke,2002,6
Bokem,2014,1
Bokiem,2003,18
Bokimaake,2006,5
Bokimiake,2001,11
Bokin,1002,18
Boking,2009,15
Bokoharjo,2006,9
Bokok,2013,20
Bokol,2002,1
Bokon,2005,1
Bokon,1001,1
Bokondini,1001,2
Bokoneri,2001,15
Bokong,2005,24
Bokong,2005,16
Bokonusan,2003,4
Bokor,2005,2
Bokor,2006,16
Bokori,2014,11
Bola,2004,11
Bola,2002,11
Bola,2006,1
Bola Bulu,2006,11
Bolaang,2004,31
Bolaang Satu,2008,31
Boladangko,2004,5
Bolak Raya,2012,7
Bolakme,2001,5
Bolali,2012,15
Bolang,2010,9
Bolang,2008,16
Bolang,2006,1
Bolang,2008,35
Bolang,2018,5
Bolangat,2003,5
Bolangat Timur,2020,5
Bolangitang,2006,4
Bolangitang I,2013,4
Bolangitang II,2014,4
Bolano,2001,21
Bolano Barat,2003,21
Bolano Tengah,2002,21
Bolano Utara,2004,21
Bolapapu,2010,5
Bolaromang,2009,10
Bolatan,2002,11
Bolatena,2001,10
Bolda,2004,6
Boldon,2003,12
Boleng,2009,13
Boli Bean,2014,1
Bolihuangga,1004,1
Bolihutuo,2007,6
Bolli,2009,11
Bollo,2006,22
Bolly,2010,15
Bolo,2004,18
Bolo,2001,11
Bolo,2004,5
Bolo,2009,7
Bolo,2009,13
Boloagung,2016,2
Boloak,2027,6
Bolobia,2005,13
Bolobungkang,2008,13
Bolobungkang,2002,16
Bologarang,2003,3
Bologobak,2002,19
Boloh,2015,4
Bolok,2010,5
Bolokut,2015,3
Bololo,2005,6
Bolon,2002,12
Bolonan,2008,3
Bolong,1002,9
Bolong,2003,16
Bolonga,2030,6
Bolopleret,2009,14
Bolora,2007,10
Bolorejo,2001,5
Bolosingo,2023,4
Boloso,2041,2
Bolou,1001,3
Boloung Olonggata,2030,4
Boloy,2020,6
Bolu,2010,1
Bolu Bokat,2001,6
Bolu Bokat Barat,2007,6
Bolu Bokat Utara,2004,6
Bolua,2003,6
Bolubung,2005,17
Bolubur,2001,22
Boludawa,2012,3
Boluk,2003,8
Boluni,2017,9
Bolwi,2007,46
Bomaki,2010,1
Bomakia I,2001,6
Bomakia II,2002,6
Bomari,2002,6
Bomas,2007,2
Bomau I,2005,1
Bomba,2012,9
Bomba,2001,11
Bomba,2002,14
Bomba-bomba,2035,1
Bombam,2009,1
Bombanon,2001,14
Bombay,2035,3
Bombonawulu,1005,6
Bombong Lambe,2011,3
Bombongan,2010,22
Bombongan,1003,5
Bomding,2010,21
Bomegi,2006,8
Bomela,2001,40
Bomerto,2017,9
Bomo,2001,3
Bomo,2005,25
Bomog Budoga,2002,21
Bomogin,2003,25
Bomopai,2007,10
Bomosiga,2002,6
Bomou III,2012,1
Bompai,2007,1
Bon Yakwol,2005,9
Bona,2009,2
Bona Lumban,1002,14
Bonagung,2014,12
Bonahik,2051,3
Bonai,2003,13
Bonakunu,2003,2
Bonal,2011,4
Bonan Dolok,2002,6
Bonan Dolok,2015,5
Bonan Dolok,2011,6
Bonan Dolok,2006,7
Bonan Dolok,2011,14
Bonan Dolok,1011,1
Bonan Dolok I,2029,1
Bonan Dolok I,2007,7
Bonan Dolok II,2030,1
Bonan Dolok II,2008,7
Bonan Dolok III,2031,1
Bonandolok,2001,13
Bonang,2006,18
Bonang,2019,14
Bonangrejo,2017,12
Bonani Dolok,2003,8
Bonanionan,2018,6
Bonanip,2003,14
Bonawang,2001,34
Bonca Bayuon,2031,14
Boncah Kesuma,2004,12
Boncahmahang,2009,16
Boncong,2011,4
Bonda,2003,7
Bonda Kase,2003,16
Bondalem,2005,9
Bondan,2002,27
Bondansari,2007,16
Bondar Sihudon I,2008,12
Bondar Sihudon II,2012,12
Bondaraya,2008,12
Bondat,2037,7
Bondawuna,2005,12
Bonde,2003,2
Bonde,2005,2
Bonde bonde,2005,7
Bonde Utara,2008,2
Bondek,2013,5
Bonder,2001,5
Bondik,2009,11
Bondo,2011,8
Bondo Balla,2025,6
Bondo Bela,2005,5
Bondo Boghila,2001,1
Bondo Delo,2016,10
Bondo Kodi,2001,7
Bondo Sulla,2010,3
Bondo Tera,2010,4
Bondo Ukka,2008,5
Bondoala,2048,5
Bondol,2005,3
Bondolharjo,2014,12
Bondongan,1002,1
Bondonggwan,2018,5
Bondopi,2002,27
Bondowoso,2007,10
Bondoyong,2003,23
Bondoyudo,2010,15
Bondrang,2013,5
Bone,2008,16
Bone,2009,5
Bone,2013,2
Bone,1003,9
Bone,1002,3
Bone,2011,12
Bone Baru,2006,2
Bone Bone,1001,2
Bone Bone,2001,34
Bone Lolibu,2008,26
Bone Pute,2009,5
Bone Pute,1001,10
Bone Pute,2006,7
Bone Rato,1012,5
Bone Subur,2008,15
Bone Tondo,2006,26
Bone Tua ,1006,3
Bone-Bone,2006,4
Bonea,2004,7
Bonea,2003,14
Bonea Makmur,2006,4
Bonea Timur,2010,4
Boneatiro,2003,22
Boneatiro Barat,2017,22
Bonebae I,2008,6
Bonebae II,2002,6
Bonebalantak,2008,15
Bonebobakal,2014,5
Bonebone,2022,3
Bonebone,1001,8
Bonedaa,2004,12
Bonegunu,1010,3
Bonehau,2001,15
Bonelalo,2007,23
Bonelemo,2001,20
Bonelemo Barat,2009,20
Bonelemo Utara,2008,20
Bonelipu,1014,1
Bonem,2008,8
Bonemarambe,2001,2
Bonemarawa,2002,4
Boneoge,1028,8
Boneoge,1010,1
Boneposi,2006,12
Bonepuso,2001,9
Bonerate,2001,7
Bonesompe,1001,22
Bonet Engkabang,2010,20
Bonet Lama,2011,20
Bonetasea,2013,4
Bonevoto,2016,6
Bongan,2003,5
Bongancina,2003,3
Bongas,2005,22
Bongas,2011,11
Bongas,2004,11
Bongas,2003,4
Bongas Kulon,2002,17
Bongas Wetan,2001,17
Bongaya,1005,10
Bongganan,2013,4
Bonggi,2059,3
Bonggoeya,1002,7
Bongguran Kariahan,2016,29
Bongka Makmur,2013,6
Bongkakoy,2017,6
Bongkal Malang,2021,3
Bongkang,2003,5
Bongkaran,1001,12
Bongkaras,2011,5
Bongkasa,2009,3
Bongkasa Pertiwi,2018,3
Bongki,1005,5
Bongki Lengkese,2013,3
Bongkok,2005,8
Bongkok,2014,15
Bongkok,2006,41
Bongkong,2009,15
Bongkot,2023,3
Bongkot,2010,10
Bongkudai,2004,5
Bongkudai Barat,2003,5
Bongkudai Baru,2003,7
Bongkudai Selatan,2002,7
Bongkudai Timur,2005,7
Bongkudai Utara,2004,7
Bonglai,2001,3
Bonglai Tengah,2002,17
Bonglo,2001,22
Bongo,2003,3
Bongo,2007,5
Bongo II,2002,2
Bongo III,2003,2
Bongo IV,2005,1
Bongo Nol,2004,1
Bongo Tua,2011,1
Bongohulawa,1010,1
Bongohulawa,2015,11
Bongohulawa,2013,6
Bongoime,2001,6
Bongomeme,2005,24
Bongongoayu,2020,9
Bongopini,2002,6
Bongsari,1008,13
Bongsopotro,2005,12
Boni,2006,11
Boni,2003,14
Boni Bais,2006,8
Bonia Hilisimaetano,2008,10
Bonian,2018,5
Bonipoi,1003,6
Bonisari,2003,15
Bonjeruk,2012,2
Bonjok,2019,15
Bonjokkidul,2009,23
Bonjoklor,2010,23
Bonjol,2004,11
Bonjor,2003,5
Bonjor,2005,11
Bonkawir ,1003,18
Bonleu,2004,31
Bonmuti,2004,30
Bonne Bonne,2009,8
Bono,2004,19
Bono,2007,2
Bono,2002,18
Bono Tapung,2003,11
Bonogo,2013,2
Bonoi,2003,8
Bonom,2001,31
Bonomerto,2008,4
Bonorejo,2006,28
Bonorowo,2007,23
Bonosari,2009,18
Bonpaya,2017,12
Bonra,2016,8
Bonsayor,2013,2
Bontai,2008,7
Bontang Baru,1002,1
Bontang Kuala,1001,1
Bontang Lestari,1005,2
Bonti,2001,5
Bontihing,2003,8
Bonto,2010,4
Bonto,2002,9
Bonto Atu,1004,1
Bonto Bahari,2009,5
Bonto Baji,2012,6
Bonto Biraeng,1008,2
Bonto Birao,2006,12
Bonto Bontoa,1002,8
Bonto Bulaeng,2006,8
Bonto Bunga,2004,13
Bonto Cinde,2009,1
Bonto Daeng,2010,6
Bonto Duri,1011,10
Bonto Jai,2008,1
Bonto Jaya,1007,1
Bonto Kamase,1002,5
Bonto Kanang,2006,5
Bonto Karaeng,2002,8
Bonto Katute,2007,7
Bonto Kio,1004,10
Bonto Langkasa,1006,1
Bonto Langkasa,1006,10
Bonto Lebang,1002,1
Bonto Lebang,1006,2
Bonto Lerung,1011,4
Bonto Loe,2010,1
Bonto Lojong,2011,6
Bonto Maccini,2003,8
Bonto Majannang,2005,8
Bonto Makkio,1005,13
Bonto Manai,1001,1
Bonto Manai,2003,11
Bonto Manai,2011,7
Bonto Manurung,2008,11
Bonto Marannu,2001,6
Bonto Marannu,2005,13
Bonto Marrannu,2006,12
Bonto Masunggu,2008,25
Bonto Mate'ne,2004,8
Bonto Mate'ne,2002,8
Bonto Mate'ne,2005,1
Bonto Mate'ne,2005,8
Bonto Matene,2007,10
Bonto Matene,1001,9
Bonto Matinggi,2007,11
Bonto Padang,2018,2
Bonto Perak,1009,4
Bonto Rannu,2007,6
Bonto Raya,1002,4
Bonto Rita,1005,1
Bonto Salama,2005,1
Bonto Salluang,2012,1
Bonto Sinala,2005,7
Bonto Somba,2004,11
Bonto Sunggu,1003,1
Bonto Tallasa,2006,6
Bonto Tallasa,2002,9
Bonto Tangnga,2002,6
Bonto Tangnga,1001,2
Bonto Tappalang,2010,4
Bonto Tengnga,2008,7
Bonto Tiro,2001,8
Bonto Ujung,2007,11
Bonto-Bonto ,1001,8
Bonto-bontoa,2009,4
Bontoa ,1012,3
Bontoa,1002,1
Bontoa,1001,5
Bontoa,1005,10
Bontoala,2004,7
Bontoala,1004,6
Bontoala Parang,1009,6
Bontoala Tua,1008,6
Bontobangun ,1002,2
Bontobangun,2003,10
Bontobaru,2002,10
Bontobarua,2008,4
Bontobiraeng,2007,6
Bontobiraeng,2016,1
Bontobiraeng Selatan,2022,1
Bontoborusu,2004,2
Bontobuddung,2008,3
Bontobulaeng,2001,10
Bontobulaeng,2011,4
Bontobulaeng,2004,7
Bontocini,2010,10
Bontoharu,2010,10
Bontojai,2011,2
Bontojai,2004,1
Bontojati,2005,10
Bontokadatto,1003,3
Bontokaddopepe,2011,6
Bontokape,2007,2
Bontokassi,2009,5
Bontokassi,2010,5
Bontokoraang,2011,4
Bontolangkasa Selatan,2005,1
Bontolangkasa Utara,2004,1
Bontolanra,2002,6
Bontolebang,2005,2
Bontolebang,2009,5
Bontolebang,1004,6
Bontolempangan,2005,11
Bontolempangang,2002,15
Bontoloe,2003,9
Bontoloe,2004,15
Bontolohe,2005,10
Bontomacinna,2005,1
Bontomalling,2003,10
Bontomanai,2001,10
Bontomanai,2014,1
Bontomanai,2003,10
Bontomanai,2008,2
Bontomanai,1002,6
Bontomanai,2002,9
Bontomanai,2007,18
Bontomangape,2005,9
Bontomangiring,2016,7
Bontomarannu,2008,4
Bontomarannu,2010,4
Bontomarannu,2007,5
Bontomasila,2018,1
Bontominasa,2006,7
Bontona Saluk,2008,3
Bontongan,2005,3
Bontonompo,2010,5
Bontonompo,1001,1
Bontonyeleng,2010,1
Bontoparang,2002,12
Bontoparang,1002,5
Bontoraja,2013,1
Bontoramba,1002,7
Bontoramba,2009,7
Bontoramba,1013,8
Bontoramba,1009,16
Bontorannu,2013,6
Bontorannu ,1004,1
Bontorannu,1001,1
Bontorappo,2002,11
Bontosaile,2009,6
Bontosi,2006,5
Bontosunggu,2003,2
Bontosunggu,2008,1
Bontosunggu,2008,2
Bontosunggu,2007,6
Bontosunggu,2003,2
Bontosunggu,2005,16
Bontotangnga,2006,2
Bontotangnga,2005,4
Bontotangnga,2007,15
Bontotiro,2004,10
Bontula,2009,21
Bonyoh,2014,4
Bonyokan,2016,20
Booi,2001,12
Boor,2009,51
Booy,2004,18
Bopa,2017,5
Bopoma,2011,19
Bor,2001,20
Bora,2007,5
Bora,2003,1
Bora,2013,5
Boradho,2031,6
Borai,2006,16
Borang,2008,6
Borangan,2003,9
Borani,2022,6
Boras,2008,22
Borban,2002,25
Bordamban,2006,6
Boregahindah,2005,46
Borehbangle,2013,13
Boreng,2008,10
Borengan,2007,10
Borgo,2011,15
Borgo,2002,3
Borgo Satu,2020,3
Bori,1001,2
Bori,2005,20
Bori,2013,7
Bori,2006,1
Bori Appaka ,1001,6
Bori Timur,2019,1
Bori' Lombongan,2008,2
Bori' Ranteletok,2007,2
Boribellayya ,1002,14
Borik,2019,13
Borikamase,2004,4
Borimasunggu,2009,11
Borimasunggu,2007,4
Borimasunggu,1004,7
Borimatangkasa,2001,18
Borisallo,2008,5
Borme,2001,6
Borneang,2012,6
Boro,2007,3
Boro,2009,21
Boro,2015,6
Boro,2002,9
Boro-Boro Lameuru,2005,22
Boro-Boro R,2004,8
Borobudur,2011,2
Borogerba,2018,3
Boroges,2005,1
